username,d_strength,week
Jacqueline Mccarthy,-3.211127229973581,14
Jason Ortiz,1.6922957131008012,14
Jennifer Patton,4.070575972611422,14
Joanne Vasquez,-0.23300899052598112,14
Joshua Anderson,2.4526080243232755,14
Karen Williams,-9.485969771630451,14
Kelly Smith,-2.4642862505919894,14
Kimberly Rodriguez,5.4838898414026005,14
Kristin Gibson,-0.23127924640802178,14
Lisa Hoffman,-3.694313209564566,14
Matthew Johnson,-1.8898208022700373,14
Matthew Rangel,-20.482031265471566,14
Michael Smith,-2.2660587192648656,14
Michelle Cooper,-4.216989372586923,14
Nancy Hart,1.8167144472300265,14
Patricia Rodriguez,3.343100383101195,14
Paul Russell,-1.4770721928273645,14
Ricky Goodman,0.9200225921987482,14
Robert Kelly,-4.31874188141358,14
Robert Martinez,-11.26846616368315,14
Robin Freeman,2.2022304907239914,14
Sandra Booth,-3.777059886041215,14
Sean Santiago,-4.064440154027501,14
Susan Miller,-0.07679422765251331,14
Tammy Chaney,-11.922283339167215,14
Thomas Martin,-0.5322719345654434,14
Amanda Campos,0.15778005639215564,15
Amy Davis,3.7058730800798756,15
Angela Robinson,-1.4517632014653756,15
Brian Flowers,-7.423288733702133,15
Carol Harris,-6.86936203130616,15
Christopher Stephens,4.664099168656399,15
Cynthia Snyder,-5.250646952867591,15
Diana Smith,5.669370893132061,15
Dwayne Love,3.3454836321744352,15
Dylan Henderson,2.9423270237095736,15
Dylan Ortiz,2.2684994543140533,15
Ebony Beck,1.1348752025487272,15
Edward Hensley,4.157366482514469,15
Edward Murphy,6.464407490145824,15
Elizabeth Hall,0.4367446987054109,15
Elizabeth Hansen,5.603154986957097,15
Emily Wiley,6.644803483660773,15
Holly Henderson,6.2187986451405735,15
Holly Sanford,0.21909647921306075,15
Jacob Hamilton,4.053483109615911,15
Jacqueline Mccarthy,5.894614066335457,15
Jason Ortiz,2.356357054164395,15
Jennifer Patton,5.317179096345939,15
Joanne Vasquez,0.5348119707758023,15
Joshua Anderson,2.856165031491763,15
Karen Williams,10.594299422500434,15
Kelly Smith,-0.16504494901565891,15
Kimberly Rodriguez,-4.0353114961409275,15
Kristin Gibson,-1.0271834019848676,15
Lisa Hoffman,-0.90408069800867,15
Matthew Johnson,1.3686797469667695,15
Matthew Rangel,14.708003814058277,15
Michael Smith,-1.1989606730708111,15
Michelle Cooper,-0.9748927079623471,15
Nancy Hart,-3.517482657063958,15
Patricia Rodriguez,-4.158300734173029,15
Paul Russell,6.579315515304046,15
Paula Salazar,6.96254855349887,15
Ricky Goodman,1.533294906552669,15
Robert Kelly,1.5901735323395911,15
Robert Martinez,-1.0479374726099095,15
Robin Freeman,11.997132250079787,15
Sandra Booth,0.3040513536052316,15
Sean Santiago,3.4843786392042233,15
Susan Miller,0.7236013554275029,15
Tammy Chaney,12.616435654042462,15
Thomas Martin,3.963344755233102,15
Amanda Campos,-8.310982270850204,16
Amy Davis,-1.8422506611168288,16
Angela Robinson,5.258880681915144,16
Brian Flowers,7.109610469680053,16
Carol Harris,-5.078917298448573,16
Christopher Stephens,-2.645242488266433,16
Cynthia Snyder,2.9831703815875628,16
Diana Smith,-2.3155887815572243,16
Dwayne Love,-1.5162424864670498,16
Dylan Henderson,2.265355788078466,16
Dylan Ortiz,-0.48534562372040213,16
Ebony Beck,-3.0488391166572413,16
Edward Hensley,0.2699094593079465,16
Edward Murphy,1.9322672980838789,16
Elizabeth Hall,1.377365303302014,16
Elizabeth Hansen,-5.76919616545641,16
Emily Wiley,-4.650578801383965,16
Ethan Morales,0.09003774730534175,16
Holly Henderson,-3.3100364194362015,16
Holly Sanford,1.0686126278869672,16
Jacob Hamilton,-5.5768491189463205,16
Jason Ortiz,5.405692394040798,16
Jennifer Patton,-7.878579603471046,16
Joanne Vasquez,-0.02273137102865519,16
Joshua Anderson,3.257270866086998,16
Karen Williams,1.861615956901666,16
Kelly Smith,-0.5840262976340185,16
Kimberly Rodriguez,-2.856437264947978,16
Kristin Gibson,0.39219145987754445,16
Lisa Hoffman,1.5833867214364687,16
Matthew Johnson,7.540384075794108,16
Matthew Rangel,-2.6827719424740337,16
Michael Smith,0.2640524545040428,16
Michelle Cooper,6.000575565412035,16
Nancy Hart,2.451052962281423,16
Nicole Matthews,-8.722756925000603,16
Patricia Rodriguez,2.283605735710939,16
Paul Russell,-5.3796585291347405,16
Ricky Goodman,0.2716063585466486,16
Robert Kelly,4.9763686787432135,16
Robert Martinez,5.20636072028298,16
Robin Freeman,4.58735149163158,16
Sandra Booth,-2.895313662105103,16
Sean Santiago,1.321445331996287,16
Susan Miller,-1.5129288615302787,16
Tammy Chaney,-7.487227795229849,16
Amanda Campos,11.885610724522365,17
Amy Davis,-1.514715918257938,17
Angela Robinson,-2.7373953147066317,17
Brian Flowers,-4.1082922215770665,17
Carol Harris,4.735706858417714,17
Christopher Stephens,7.303099363284623,17
Cynthia Snyder,-2.880370822108574,17
Diana Smith,-1.0104151131656138,17
Dwayne Love,0.6555084043330694,17
Dylan Henderson,-5.319022220789456,17
Dylan Ortiz,-1.3919928175252068,17
Edward Hensley,-2.567456649575746,17
Edward Murphy,-1.023613576833391,17
Elizabeth Hall,5.7218586083916065,17
Elizabeth Hansen,2.3221282760609796,17
Emily Wiley,5.860460909128754,17
Ethan Morales,10.000430478367257,17
Holly Henderson,1.9245084323849575,17
Holly Sanford,0.8743964907538313,17
Jackson Taylor,0.16223920370971,17
Jacob Hamilton,6.772512349280653,17
Jason Ortiz,1.1818239780973911,17
Jennifer Patton,-7.362393548053937,17
Joanne Vasquez,-0.9549956662494736,17
Joshua Anderson,-1.3728187647314911,17
Karen Williams,-2.6178727296128805,17
Kelly Smith,2.147838740495054,17
Kimberly Rodriguez,9.056844410682217,17
Kristin Gibson,0.2622023510996456,17
Lisa Hoffman,-2.242295251075067,17
Matthew Johnson,-10.902699099324074,17
Matthew Rangel,0.6664364589894625,17
Michael Smith,1.070821749369724,17
Nancy Hart,2.412879652465847,17
Nicole Matthews,5.070787050698513,17
Patricia Rodriguez,-1.3879200090389041,17
Paul Russell,0.7687588062116504,17
Ricky Goodman,4.19710398393137,17
Robert Kelly,3.169579824352809,17
Robert Martinez,2.0206631462794746,17
Robin Freeman,-1.5337422563607674,17
Sandra Booth,0.8441960237952983,17
Sarah Duffy,4.489444732312094,17
Sean Santiago,1.6188562579428307,17
Susan Miller,0.050176210014310385,17
Tammy Chaney,-2.3853214597180497,17
Amanda Campos,7.208183647132792,18
Amy Davis,10.231888713320501,18
Angela Robinson,2.9459830833298497,18
Brian Flowers,3.796823457038638,18
Carol Harris,-1.683521052634795,18
Christopher Stephens,-14.690219653503675,18
Cynthia Snyder,4.791179571748003,18
Diana Smith,-1.3089421235396088,18
Dwayne Love,2.348450556096438,18
Dylan Henderson,3.455398318842178,18
Dylan Ortiz,5.775267295537031,18
Edward Hensley,6.649779838000164,18
Edward Murphy,5.0995058975012455,18
Elizabeth Hall,-2.9450359771590797,18
Elizabeth Hansen,-0.2508491595728728,18
Emily Wiley,-2.1264027839245614,18
Erin Roach,3.870321207245059,18
Ethan Morales,-4.324254067675259,18
Holly Henderson,3.9183348492310337,18
Holly Sanford,-0.031636387868935856,18
Jackson Taylor,-3.0665377404272647,18
Jacob Hamilton,1.0891151405139183,18
Jacqueline Mccarthy,0.5327530169729044,18
Jason Ortiz,-4.244820450812256,18
Joanne Vasquez,1.2916271104990358,18
Joshua Anderson,4.244987044776799,18
Karen Williams,-7.646014379273108,18
Kayla Collins,-1.838055094321554,18
Kelly Smith,-2.4138327721108013,18
Kimberly Rodriguez,-5.692335430989665,18
Kristin Gibson,3.032520522428854,18
Matthew Johnson,4.562867751465852,18
Matthew Rangel,5.876749161800127,18
Nancy Hart,-6.645563439192863,18
Nicole Matthews,-4.1945888782607526,18
Patricia Rodriguez,-0.4362603905666127,18
Paul Russell,1.0662821784475227,18
Ricky Goodman,-5.249919033809242,18
Ricky Vasquez,8.272137917458881,18
Robert Kelly,-3.382842926895357,18
Robert Martinez,2.7875841236236596,18
Robin Freeman,-2.777801115580239,18
Sandra Booth,-0.8577885440378097,18
Sarah Duffy,-6.854203368738993,18
Sean Santiago,-7.145969963346488,18
Susan Miller,1.9090499966115182,18
Tammy Chaney,5.110013036032463,18
Thomas Martin,12.167723081031994,18
Amanda Campos,8.616488813604889,19
Amy Davis,-7.673093168974567,19
Angela Robinson,2.5666792651566084,19
Brian Flowers,2.512002165362354,19
Carol Harris,0.21797665740745487,19
Christopher Stephens,10.841582759389325,19
Cynthia Snyder,2.142427000369473,19
Diana Smith,-5.0422895017614096,19
Dwayne Love,3.64084019122253,19
Dylan Henderson,-1.2420191585473717,19
Ebony Beck,3.0867632823565216,19
Edward Hensley,10.474588484435401,19
Edward Murphy,-5.706950719192768,19
Elizabeth Hall,3.7700713703793483,19
Elizabeth Hansen,2.4913201289783586,19
Emily Wiley,1.4209609287994454,19
Erin Roach,-6.325476500060894,19
Ethan Morales,12.438287856640805,19
Holly Henderson,8.27988630041331,19
Holly Sanford,2.7654063384179572,19
Jackson Taylor,7.281361306230739,19
Jacob Hamilton,1.0743403909393408,19
Jason Ortiz,-0.09833340681345248,19
Joanne Vasquez,0.9039386524311936,19
Joshua Anderson,-1.916021066995384,19
Karen Williams,0.5002507094188609,19
Kayla Collins,4.800234188049089,19
Kelly Smith,6.167768830211216,19
Kimberly Rodriguez,-2.8430480019116757,19
Kristin Gibson,-3.3913926690847447,19
Matthew Johnson,1.767249089456044,19
Matthew Rangel,4.338017957456003,19
Nancy Hart,4.770942182426083,19
Nicole Matthews,8.686902479732105,19
Patricia Rodriguez,2.2270216681029815,19
Paul Russell,3.2093148089285464,19
Ricky Goodman,-4.018633474833138,19
Robert Kelly,-0.6537923024254013,19
Robert Martinez,3.6079297593731567,19
Robin Freeman,-3.355812382475591,19
Sandra Booth,7.088999844083659,19
Sarah Duffy,11.29358874956666,19
Sean Santiago,12.82939188250289,19
Susan Miller,2.6702897170758355,19
Tammy Chaney,-6.348853390724294,19
Thomas Martin,-15.174660648068873,19
Amanda Campos,-3.17530342042339,20
Amy Davis,0.3533810924407099,20
Angela Robinson,-1.4764068699982715,20
Brian Flowers,2.5659280661747452,20
Carol Harris,1.4800047025523853,20
Cassandra Bauer,-4.8162608966050655,20
Cynthia Snyder,-3.762224271259207,20
Diana Smith,2.3945479703806,20
Dwayne Love,-3.247146713163403,20
Dylan Henderson,-0.46563597491696385,20
Ebony Beck,-8.457358549360151,20
Edward Hensley,-7.033758746819771,20
Edward Murphy,-2.1440708587512205,20
Elizabeth Hall,-6.100968650269429,20
Elizabeth Hansen,-2.7785590900669703,20
Emily Wiley,-1.5516924669927548,20
Ethan Morales,-10.864884310498933,20
Holly Henderson,-7.021295891840445,20
Holly Sanford,-1.8844753793292384,20
Jackson Taylor,1.9064282868047187,20
Jacob Hamilton,3.724059689254979,20
Jason Ortiz,-1.0694369512466793,20
Jennifer Patton,3.338606542831805,20
Joanne Vasquez,0.01981274710263392,20
Joshua Anderson,2.2527322693269696,20
Karen Williams,8.903270095591335,20
Kayla Collins,-5.951839584628765,20
Kelly Smith,-3.0717614962117636,20
Kimberly Rodriguez,-2.2987135094958404,20
Kristin Gibson,-2.7263574277595417,20
Matthew Johnson,-3.1826996669836447,20
Matthew Rangel,-6.02868535248021,20
Michael Smith,3.299282488261234,20
Michelle Cooper,0.4907207846553021,20
Nicole Matthews,-6.438169268662598,20
Patricia Rodriguez,-1.369958066048337,20
Ricky Goodman,6.525887747489804,20
Robert Kelly,1.8805059863660105,20
Robert Martinez,-6.461253247748537,20
Robin Freeman,6.328594653609642,20
Sandra Booth,1.6973820036100662,20
Sarah Duffy,6.5873290196517615,20
Sean Santiago,-1.5276272379825855,20
Susan Miller,-0.055155710960324456,20
Tammy Chaney,6.451685403464317,20
Amanda Campos,2.564645394116006,21
Amy Davis,3.0397517053229244,21
Angela Robinson,0.5868827124572817,21
Brian Flowers,-9.74010722455376,21
Carol Harris,2.377768873895512,21
Cynthia Snyder,-0.2969758839688268,21
Diana Smith,6.696888805680061,21
Dwayne Love,1.6014073728725506,21
Dylan Henderson,-2.425276680248409,21
Dylan Ortiz,4.419629001720473,21
Ebony Beck,6.320618737272007,21
Edward Hensley,4.006337523876816,21
Edward Murphy,4.2320083552318835,21
Elizabeth Hall,1.3535670332555796,21
Elizabeth Hansen,3.1217823689698605,21
Emily Wiley,3.9098000398788173,21
Ethan Morales,-1.2334903318506605,21
Holly Henderson,2.9531070275960403,21
Holly Sanford,1.7648719003895899,21
Jackson Taylor,20.548325435437,21
Jacob Hamilton,-4.683485518161753,21
Jacqueline Mccarthy,-2.524139085312946,21
Jason Ortiz,3.504815470359965,21
Jennifer Patton,3.1601442101084274,21
Joanne Vasquez,1.9564373887015059,21
Joshua Anderson,1.5034424466074086,21
Karen Williams,12.75165321439945,21
Kayla Collins,8.079113177177021,21
Kelly Smith,-3.6981990354158043,21
Kimberly Rodriguez,2.3771109919209437,21
Kristin Gibson,0.15248834223469387,21
Matthew Johnson,-7.212493948025536,21
Matthew Rangel,0.48697259049140484,21
Michelle Cooper,1.7916939400939356,21
Nicole Matthews,6.347088369359241,21
Patricia Rodriguez,2.789011437244934,21
Ricky Goodman,-3.4219606666066014,21
Robert Kelly,-1.1828383239918807,21
Robert Martinez,7.23161103020059,21
Robin Freeman,4.495522477150438,21
Sandra Booth,-2.130489639945637,21
Sarah Duffy,9.464452124708608,21
Sean Santiago,-3.783469572679941,21
Susan Miller,-1.0282311708532532,21
Tammy Chaney,3.4522166428031866,21
Amanda Campos,-13.479750173672528,22
Amy Davis,-5.677583522141887,22
Angela Robinson,0.5904474756930753,22
Carol Harris,-4.45924421248386,22
Christopher Stephens,2.2032858168621345,22
Cynthia Snyder,-0.17823343081532528,22
Diana Smith,1.6085302578514629,22
Dwayne Love,-4.146982243323187,22
Dylan Henderson,13.574397887375007,22
Dylan Ortiz,0.659481202989447,22
Ebony Beck,-8.665982385355392,22
Edward Hensley,-2.0585599554999945,22
Edward Murphy,-2.303275293343205,22
Elizabeth Hall,0.7565909598231642,22
Elizabeth Hansen,-4.2563817886970625,22
Emily Wiley,2.0220542583026244,22
Ethan Morales,2.83794844937718,22
Holly Henderson,-5.530005248602496,22
Holly Sanford,-0.6256696819584064,22
Jackson Taylor,-14.071072592261388,22
Jacob Hamilton,2.6935360745376755,22
Jacqueline Mccarthy,0.8044488986865481,22
Jason Ortiz,-4.94226259182534,22
Jennifer Patton,0.7291905616193262,22
Joanne Vasquez,-2.6832829754741496,22
Joshua Anderson,-0.8517425685945526,22
Karen Williams,-12.023848767236185,22
Kayla Collins,-2.874984170831979,22
Kelly Smith,0.00817192857142146,22
Kimberly Rodriguez,-2.605150904802926,22
Kristin Gibson,-2.6817798482348145,22
Matthew Johnson,4.066107266189171,22
Matthew Rangel,0.05386295478059111,22
Michelle Cooper,-0.48536713105830387,22
Nicole Matthews,-3.483027675855382,22
Patricia Rodriguez,-0.7796586916591153,22
Paul Russell,0.4088102842946988,22
Paula Salazar,-9.530125505186401,22
Ricky Goodman,0.9009734781334586,22
Robert Kelly,9.119523090964407,22
Robert Martinez,-3.9688513955134397,22
Robin Freeman,-3.025629802668604,22
Sandra Booth,-2.8081823573438953,22
Sarah Duffy,-9.085400650744596,22
Sean Santiago,1.3236886899288223,22
Susan Miller,-1.6187391091827958,22
Tammy Chaney,-8.640393200067614,22
Amanda Campos,11.548147957277862,23
Amy Davis,14.109020986716963,23
Angela Robinson,2.6868798437810355,23
Carol Harris,1.482754846233604,23
Cassandra Bauer,2.2335096825541925,23
Christopher Stephens,-14.606998942113023,23
Cynthia Snyder,-3.16078474598266,23
Diana Smith,-6.400004873427534,23
Dwayne Love,-2.0316390160740028,23
Dylan Henderson,-10.742193269696067,23
Dylan Ortiz,0.7169567668497656,23
Ebony Beck,4.376124163099924,23
Edward Hensley,-5.133471815430099,23
Edward Murphy,1.9014111036229124,23
Elizabeth Hall,1.8642843911164277,23
Elizabeth Hansen,3.5298813516129357,23
Emily Wiley,2.892327134220288,23
Ethan Morales,-2.1078169646410956,23
Holly Henderson,-3.659221411413963,23
Holly Sanford,1.3335778062168586,23
Jackson Taylor,-2.6348107447687994,23
Jacob Hamilton,3.884774379966977,23
Jacqueline Mccarthy,-6.654623796856818,23
Jason Ortiz,7.857882309788373,23
Joanne Vasquez,-0.40338073168491917,23
Joshua Anderson,10.37183777328579,23
Karen Williams,0.6967776102833874,23
Kayla Collins,-3.752015778633222,23
Kelly Smith,2.7394161888738893,23
Kimberly Rodriguez,4.273237985359017,23
Kristin Gibson,1.2731083668881489,23
Matthew Johnson,4.337776929179192,23
Matthew Rangel,-2.3714854257376814,23
Michael Smith,-5.941411468524969,23
Michelle Cooper,-3.808722874163884,23
Nicole Matthews,-0.48489448923935186,23
Patricia Rodriguez,8.869806841821077,23
Paul Russell,-3.8105593188207862,23
Paula Salazar,5.831493058611212,23
Ricky Goodman,-11.869856195648257,23
Robert Kelly,-4.638320482966577,23
Robert Martinez,-6.4416226843787,23
Robin Freeman,-9.321655637748918,23
Sandra Booth,5.074113597590284,23
Sarah Duffy,7.710987325676207,23
Sean Santiago,-3.157134631251253,23
Susan Miller,-0.17898931543483343,23
Tammy Chaney,7.23731049282312,23
Amanda Campos,2.3025804553276075,24
Amy Davis,-12.692859541311105,24
Angela Robinson,-2.382440186827381,24
Carol Harris,-0.41832121938209355,24
Cassandra Bauer,2.489832864767955,24
Christopher Stephens,16.21129106027972,24
Cynthia Snyder,1.0669769640252298,24
Diana Smith,5.98987909543586,24
Dwayne Love,4.608753949094904,24
Dylan Henderson,-1.8793066941159395,24
Dylan Ortiz,0.3634530397970295,24
Ebony Beck,0.24071338069256143,24
Edward Hensley,-1.1119868815845066,24
Edward Murphy,2.332704326326734,24
Elizabeth Hall,-3.9919768317182758,24
Elizabeth Hansen,5.129646032788532,24
Emily Wiley,-7.20879073412776,24
Holly Henderson,-0.3391456469900014,24
Holly Sanford,-1.7880338473259805,24
Jackson Taylor,-6.20287822756233,24
Jacob Hamilton,6.899856663540881,24
Jacqueline Mccarthy,3.058780605374942,24
Jason Ortiz,-0.8421023672365706,24
Joanne Vasquez,0.02972273850577878,24
Joshua Anderson,-13.728298307270492,24
Karen Williams,-0.6413327367455537,24
Kayla Collins,4.297230237286904,24
Kelly Smith,8.350860743780792,24
Kimberly Rodriguez,-12.428918359362932,24
Kristin Gibson,3.143563274944558,24
Matthew Johnson,2.586280897876698,24
Matthew Rangel,-4.439404556169251,24
Michael Smith,5.368511719028163,24
Michelle Cooper,-1.4554630592884692,24
Patricia Rodriguez,-6.837067774221104,24
Paul Russell,-3.3830488060416073,24
Paula Salazar,-1.0721267343740877,24
Ricky Goodman,-0.9790743922450069,24
Robert Martinez,-1.210042277211521,24
Robin Freeman,12.189658716976439,24
Sandra Booth,-1.4976036522525504,24
Sarah Duffy,-1.4662739686504551,24
Sean Santiago,4.064587333668648,24
Susan Miller,1.1776593984868349,24
Tammy Chaney,-8.234975465532841,24
Amanda Campos,3.837562951373023,25
Amy Davis,2.8365285912048677,25
Angela Robinson,-4.076752608886046,25
Carol Harris,-4.0675935255135585,25
Cynthia Snyder,-2.5794984576222433,25
Diana Smith,1.535628891940469,25
Dwayne Love,-1.0503808434655326,25
Dylan Henderson,5.208355595258457,25
Dylan Ortiz,0.17882269308485377,25
Ebony Beck,7.004890663598019,25
Edward Hensley,-4.524061961208652,25
Edward Murphy,2.678658545171551,25
Elizabeth Hall,-1.1099119082577786,25
Elizabeth Hansen,-1.8899190762065956,25
Emily Wiley,-4.810163051674579,25
Holly Sanford,1.2699553570217859,25
Jackson Taylor,15.586769162406974,25
Jacob Hamilton,-0.661913219958052,25
Jacqueline Mccarthy,2.4164354597842816,25
Jason Ortiz,-0.30143038103752673,25
Joanne Vasquez,0.925975775289519,25
Joshua Anderson,-4.330082522834559,25
Karen Williams,-1.4867842270355176,25
Kayla Collins,-2.083129465161413,25
Kelly Smith,-6.150687418525649,25
Kimberly Rodriguez,3.187483462991107,25
Kristin Gibson,-2.0895020159788658,25
Matthew Johnson,0.3259038221255679,25
Matthew Rangel,4.079317984180761,25
Michael Smith,-0.8580460795979263,25
Michelle Cooper,2.028368404685544,25
Patricia Rodriguez,-1.2710301839638625,25
Paula Salazar,4.99597763680514,25
Ricky Goodman,3.9083297721840076,25
Robert Martinez,4.184902748993849,25
Robin Freeman,-10.90064801184716,25
Sandra Booth,-0.30470217742882966,25
Sarah Duffy,-2.5957586556468755,25
Sean Santiago,-2.7342940129084496,25
Susan Miller,-1.3426024937323824,25
Tammy Chaney,7.401345349660353,25
Amanda Campos,-3.982686616220093,26
Angela Robinson,6.525346198225208,26
Brian Flowers,-9.010950626831804,26
Carol Harris,3.75516530285428,26
Cynthia Snyder,-2.719274471302164,26
Diana Smith,2.1290363555688927,26
Dwayne Love,1.115957198269875,26
Dylan Henderson,3.128704601059461,26
Dylan Ortiz,0.9261237744457631,26
Ebony Beck,-5.1980452888451225,26
Edward Hensley,6.331162796230025,26
Edward Murphy,-1.8316971565713729,26
Elizabeth Hall,0.4453177766814065,26
Elizabeth Hansen,-2.7484557181623046,26
Emily Wiley,2.717952529217257,26
Holly Sanford,3.0706717086628075,26
Jackson Taylor,-4.267032025180036,26
Jacob Hamilton,-13.037227120126907,26
Jacqueline Mccarthy,0.31166764756853027,26
Jason Ortiz,6.906300311415421,26
Jennifer Patton,-0.9173765367596047,26
Joanne Vasquez,1.42644529713073,26
Joshua Anderson,10.456364992402918,26
Karen Williams,1.1174646719503691,26
Kayla Collins,3.7337951762779795,26
Kelly Smith,0.6497237811749557,26
Kimberly Rodriguez,3.6506972702797356,26
Kristin Gibson,11.568141559312245,26
Matthew Johnson,0.08542379406091527,26
Matthew Rangel,8.330016434885621,26
Michael Smith,-4.340899587383809,26
Michelle Cooper,2.4413361518524894,26
Patricia Rodriguez,0.6962839863645236,26
Paula Salazar,11.567498529853651,26
Ricky Goodman,6.09121262667572,26
Robert Martinez,-1.3963048216727074,26
Robin Freeman,-0.2842301825731042,26
Sandra Booth,3.6111407777867086,26
Sarah Duffy,2.634564114638721,26
Sean Santiago,-2.9082454481845446,26
Susan Miller,0.05785881546579219,26
Tammy Chaney,0.8509196358080331,26
Amanda Campos,9.181041938156767,27
Angela Robinson,-3.4006924733170294,27
Brian Flowers,5.9278974176289125,27
Carol Harris,4.336716904275413,27
Cynthia Snyder,-0.136524906396005,27
Diana Smith,-3.0955796927525725,27
Dylan Henderson,-7.540637827509848,27
Dylan Ortiz,3.7317613736344413,27
Ebony Beck,1.2887115275064573,27
Edward Hensley,-3.115940588894695,27
Edward Murphy,-3.5648151949491904,27
Elizabeth Hall,-5.2346336336142585,27
Elizabeth Hansen,-2.5311257959810867,27
Emily Wiley,7.898950204371921,27
Holly Henderson,0.9853755576684975,27
Holly Sanford,-1.0978790478095561,27
Jackson Taylor,-3.4183382607603576,27
Jacob Hamilton,9.865814436571412,27
Jacqueline Mccarthy,1.6468094905857669,27
Jason Ortiz,-4.0484043692068425,27
Jennifer Patton,-3.314886597507808,27
Joanne Vasquez,1.4949185899220439,27
Joshua Anderson,-8.531338376337864,27
Karen Williams,0.7699949139982749,27
Kayla Collins,3.0408634161130763,27
Kelly Smith,-1.1475148049088304,27
Kimberly Rodriguez,-7.767574211612395,27
Matthew Johnson,4.008154645945602,27
Matthew Rangel,-5.543081010774898,27
Michael Smith,-2.197926917600668,27
Michelle Cooper,-2.0639072232863285,27
Nicole Matthews,10.270017214776814,27
Patricia Rodriguez,0.863363550465106,27
Paul Russell,2.9831140513151198,27
Paula Salazar,-29.35197269320056,27
Ricky Goodman,-2.4204384085901935,27
Robert Martinez,1.0502402057766744,27
Robin Freeman,3.9255846724946153,27
Sandra Booth,6.186884458629876,27
Sarah Duffy,5.9798722719140756,27
Susan Miller,0.8077823005792091,27
Tammy Chaney,4.232948475882949,27
Amanda Campos,-9.26241557134157,28
Amy Davis,-1.7843744357261162,28
Angela Robinson,3.4409342435330075,28
Brian Flowers,10.997970983489335,28
Carol Harris,-1.99281045505127,28
Cynthia Snyder,3.8830111760699424,28
Diana Smith,-3.1836222044364817,28
Dylan Henderson,2.307639969105857,28
Dylan Ortiz,-1.5730987344788119,28
Ebony Beck,-4.437478667705953,28
Edward Hensley,-4.763573613185841,28
Edward Murphy,-1.598804607892447,28
Elizabeth Hall,3.8998310391611284,28
Elizabeth Hansen,0.2504762934384992,28
Emily Wiley,-1.3229982492837138,28
Holly Henderson,-3.2151942853024487,28
Holly Sanford,3.907138255369656,28
Jackson Taylor,-4.7872801657538275,28
Jacob Hamilton,5.112765973060853,28
Jason Ortiz,-2.1021901408462185,28
Jennifer Patton,0.7602615505640458,28
Joanne Vasquez,2.803872355665515,28
Joshua Anderson,10.87267845943073,28
Kayla Collins,14.035553667694707,28
Kelly Smith,0.6317004869622096,28
Kimberly Rodriguez,5.656851041193306,28
Matthew Johnson,-0.42284306895652435,28
Matthew Rangel,0.40700588670885907,28
Michael Smith,3.6546718510425507,28
Michelle Cooper,3.108452940403076,28
Nicole Matthews,0.5387310657884257,28
Patricia Rodriguez,3.9513775138715808,28
Paul Russell,-0.5604583448486693,28
Paula Salazar,19.9090905609642,28
Ricky Goodman,6.4851306405790226,28
Robert Martinez,-0.764124378314186,28
Robin Freeman,-2.179390434615577,28
Sandra Booth,-11.375019914715253,28
Sarah Duffy,-19.289116392217615,28
Susan Miller,2.2383160723577724,28
Tammy Chaney,-1.5891508506250531,28
Amanda Campos,0.1963602169394889,29
Amy Davis,7.517958840717721,29
Angela Robinson,-2.8918759717033637,29
Carol Harris,-1.0973368072210619,29
Christopher Stephens,2.64763633971598,29
Cynthia Snyder,-4.1251454198970805,29
Diana Smith,4.758318821405105,29
Dwayne Love,-1.482084107380274,29
Dylan Henderson,5.015139446535329,29
Dylan Ortiz,5.913838061498726,29
Ebony Beck,4.691752707808661,29
Edward Hensley,5.550296597271135,29
Edward Murphy,4.178820011328192,29
Elizabeth Hall,4.126866058908654,29
Elizabeth Hansen,-7.559975083133946,29
Emily Wiley,-2.5548336748679645,29
Holly Henderson,0.5607403719990671,29
Holly Sanford,2.874277891491861,29
Jackson Taylor,0.3509561759482338,29
Jacob Hamilton,-19.077633706392547,29
Jason Ortiz,-3.9653495327082595,29
Joanne Vasquez,1.0528211613280547,29
Joshua Anderson,-10.1485985362092,29
Kayla Collins,-9.103728871798126,29
Kelly Smith,3.201385091224722,29
Kimberly Rodriguez,-0.5589749183117405,29
Matthew Johnson,-3.080830870656399,29
Matthew Rangel,-4.830156448573717,29
Michael Smith,12.792686976214021,29
Michelle Cooper,-0.40135391490753136,29
Nicole Matthews,-11.95240856328482,29
Patricia Rodriguez,-2.713480842174498,29
Paul Russell,-1.6977422931859039,29
Paula Salazar,-9.083875664947403,29
Ricky Goodman,-5.083303408843577,29
Robert Martinez,-0.8183077180041707,29
Robin Freeman,-3.534597949389614,29
Sandra Booth,5.474487284072239,29
Sarah Duffy,14.212618973247977,29
Sean Santiago,6.957241446663716,29
Susan Miller,0.6527124126278885,29
Tammy Chaney,-1.3826729712000443,29
Amy Davis,3.0438172215481174,30
Angela Robinson,-1.8673858775357814,30
Carol Harris,-1.5618696335107956,30
Christopher Stephens,-6.951296145610591,30
Cynthia Snyder,0.6148769272397772,30
Diana Smith,-6.845364904679165,30
Dwayne Love,0.18909574521395456,30
Dylan Henderson,-0.9731917833439354,30
Dylan Ortiz,-3.6553671608327676,30
Ebony Beck,-5.606546710841521,30
Edward Murphy,8.229238297436304,30
Elizabeth Hall,-6.425579965838537,30
Elizabeth Hansen,-2.2665659928578137,30
Emily Wiley,0.9752519797723878,30
Holly Henderson,12.951153732455172,30
Holly Sanford,1.6776836777940822,30
